Temperature Sensor-1,Vibration Sensor-1,Vibration Sensor-2,Vibration Sensor-3,health_status
276.644318,7590,354,267,Bad Health
35.008507,6213,233,240,Moderate Health
30.211359,6526,230,2818,Moderate Health
25.454737,3506,3776,505,Good Health
24.927118,6400,6738,7999,Moderate Health
26.436213,7999,222,4621,Moderate Health
26.086695,7199,1448,4656,Moderate Health
27.325739,245,6943,6378,Moderate Health
19.013208,6544,225,692,Moderate Health
25.778894,501,199,4506,Good Health
15.59762,1516,4651,4581,Moderate Health
29.072748,239,225,240,Good Health
19.208063,4643,230,235,Moderate Health
27.106165,236,233,4522,Good Health
34.025047,983,169,375,Good Health
30.386805,4394,181,4075,Good Health
27.365808,813,3698,2118,Good Health
19.600214,3379,6638,5006,Moderate Health
24.241327,2943,6036,4019,Moderate Health
25.759729,7590,3304,5858,Moderate Health
25.855585,7999,4627,7960,Moderate Health
24.815027,3844,292,456,Good Health
25.951715,2577,4257,4073,Moderate Health
26.671198,4521,7342,3022,Moderate Health
26.967157,8000,384,2362,Moderate Health
26.33877,545,233,236,Good Health
25.855585,2335,219,225,Good Health
25.894007,4623,259,258,Good Health
25.058283,5103,4584,238,Moderate Health
7.537561,4006,6961,7999,Moderate Health
21.8901,5209,4079,5312,Moderate Health
24.721888,3006,4139,6952,Moderate Health
24.425409,119,301,5512,Good Health
25.378901,2837,5762,220,Moderate Health
20.095179,1676,291,4645,Good Health
25.114679,7722,4642,1799,Moderate Health
25.740595,4640,6973,7657,Moderate Health
27.385859,1202,7999,4514,Moderate Health
26.436213,751,7921,3386,Moderate Health
26.183435,4648,6218,6649,Moderate Health
25.740595,3445,242,240,Good Health
24.666132,507,4573,945,Moderate Health
25.473719,6864,4635,8000,Moderate Health
22.34231,5756,633,287,Moderate Health
19.979212,8000,6448,3699,Moderate Health
24.721888,2433,6546,561,Moderate Health
24.222956,3514,2373,4649,Good Health
25.397821,4508,4921,5881,Moderate Health
27.891169,6801,550,6687,Moderate Health
25.568811,1424,244,244,Good Health
23.531763,7489,3518,7850,Moderate Health
23.658136,7999,8000,1498,Moderate Health
23.585871,4574,2711,335,Good Health
24.406977,1496,250,3363,Good Health
25.039515,4001,1819,262,Good Health
23.316065,235,222,3249,Good Health
25.645044,6561,696,2581,Moderate Health
22.959192,4603,495,228,Good Health
24.517817,3066,7667,6353,Moderate Health
24.149591,374,713,4459,Good Health
23.839441,4399,1941,7371,Good Health
24.721888,4331,241,241,Good Health
23.316065,561,2234,7840,Good Health
22.959192,420,4595,3587,Moderate Health
23.405787,4563,267,239,Good Health
24.703302,369,4633,4397,Moderate Health
24.499323,4601,7761,7168,Moderate Health
24.11297,1199,267,1959,Good Health
21.203882,2380,227,3755,Good Health
23.603937,4709,4613,6015,Moderate Health
24.09469,1522,4572,8000,Moderate Health
23.985071,4690,7701,877,Moderate Health
25.435755,5475,4600,174,Moderate Health
25.855585,7222,261,354,Moderate Health
23.155054,187,283,249,Good Health
25.874781,4632,3673,2336,Good Health
29.993372,5029,4397,4652,Moderate Health
23.459742,6333,1001,4471,Moderate Health
37.894371,5520,283,296,Moderate Health
22.799646,3565,1906,219,Good Health
23.351923,232,7658,3942,Moderate Health
25.473719,6459,2009,5783,Moderate Health
27.305719,2888,236,235,Good Health
24.628992,4599,7153,1747,Moderate Health
24.462336,4973,1563,1196,Moderate Health
26.82873,4593,310,3682,Good Health
19.240625,7595,4249,4629,Moderate Health
12.686182,2365,5577,7853,Moderate Health
23.441736,237,242,247,Good Health
21.084955,6771,1360,4628,Moderate Health
27.066401,4634,247,254,Good Health
25.058283,6337,4633,3992,Moderate Health
28.507746,198,290,4695,Good Health
21.614252,5908,324,174,Moderate Health
23.19079,3118,1298,1004,Good Health
24.628992,2575,236,161,Good Health
21.614252,2269,229,236,Good Health
34.550468,4648,241,8000,Moderate Health
24.09469,863,3692,4649,Good Health
24.351679,485,3080,6289,Good Health
32.59713,5200,239,241,Moderate Health
20.211451,7476,2058,5357,Moderate Health
25.133478,3104,244,249,Good Health
28.54928,578,4634,6169,Moderate Health
22.080805,1616,4647,4650,Moderate Health
22.150385,1999,303,2058,Good Health
23.531763,4629,3967,5712,Good Health
22.570337,6607,923,5901,Moderate Health
20.848047,3309,4018,185,Good Health
24.85235,430,7718,4654,Moderate Health
23.298151,430,2451,4641,Good Health
21.994013,3259,2333,4705,Good Health
24.759119,5597,825,6374,Moderate Health
17.733759,4339,6472,576,Moderate Health
23.549799,2608,235,424,Good Health
22.870478,7999,7551,4964,Moderate Health
23.441736,236,7830,7627,Moderate Health
24.204615,7575,7860,645,Moderate Health
24.314844,6764,287,6831,Moderate Health
22.272425,4622,7836,4322,Moderate Health
22.220057,1022,2003,7101,Good Health
19.289484,292,4698,298,Moderate Health
24.09469,297,6267,7134,Moderate Health
22.447382,1578,4586,2762,Moderate Health
25.645044,4914,259,934,Moderate Health
22.237513,7999,7217,6962,Moderate Health
23.658136,7782,876,4630,Moderate Health
23.821253,99,4570,1753,Moderate Health
21.76919,4187,4375,3250,Moderate Health
23.985071,4272,4633,1119,Moderate Health
22.307337,992,4602,226,Moderate Health
23.012506,7255,225,7999,Moderate Health
23.316065,117,7999,4576,Moderate Health
23.948603,2071,4629,438,Moderate Health
22.046076,97,511,5010,Good Health
23.985071,3820,4630,368,Moderate Health
26.12536,5513,7164,254,Moderate Health
21.408564,3581,434,4638,Good Health
23.298151,2263,255,374,Good Health
21.203882,7200,247,264,Moderate Health
21.8901,1587,247,239,Good Health
22.46493,7901,236,4594,Moderate Health
20.062006,7282,167,7244,Moderate Health
20.898706,4593,4607,4569,Moderate Health
23.622004,4587,1315,6766,Good Health
54.072289,6410,2077,370,Moderate Health
22.552729,7173,244,236,Moderate Health
20.932489,2890,186,2566,Good Health
24.003321,291,670,2590,Good Health
19.436426,4530,1259,6031,Good Health
24.666132,5727,253,239,Moderate Health
23.24441,7673,4612,237,Moderate Health
21.994013,5036,7999,4694,Moderate Health
23.24441,2899,5811,4609,Moderate Health
17.876062,232,3342,6042,Good Health
21.700251,266,5211,5650,Moderate Health
22.16778,2647,4604,4593,Moderate Health
23.387812,230,237,225,Good Health
19.814051,3326,101,228,Good Health
22.764277,238,4600,1073,Moderate Health
24.703302,7911,4655,7098,Moderate Health
21.254969,3829,1682,236,Good Health
19.89654,1879,1327,475,Good Health
21.135889,240,3545,319,Good Health
21.872797,2758,237,234,Good Health
20.983271,3144,7709,8000,Moderate Health
23.333979,4698,3945,158,Moderate Health
22.728937,224,5073,4627,Moderate Health
20.178186,6050,4626,5632,Moderate Health
21.8901,4188,7584,677,Moderate Health
21.924707,6092,4056,6283,Moderate Health
22.835047,3513,378,3326,Good Health
21.994013,3021,238,240,Good Health
22.185205,300,206,224,Good Health
22.517603,4654,4772,4422,Moderate Health
22.623133,1493,681,2904,Good Health
20.848047,246,2445,7029,Good Health
21.562738,492,4630,179,Moderate Health
21.942011,1174,1744,4643,Good Health
16.639887,2214,6810,826,Moderate Health
30.277033,6950,1928,578,Moderate Health
24.610437,233,243,241,Good Health
21.289057,3955,1768,248,Good Health
22.605524,4582,3510,3627,Good Health
22.220057,5775,6475,240,Moderate Health
20.612421,4616,634,286,Good Health
22.570337,4606,230,242,Good Health
20.44491,4592,242,232,Good Health
20.261377,7999,239,253,Moderate Health
18.225641,4651,263,232,Moderate Health
33.338829,7396,247,249,Moderate Health
18.305414,574,251,244,Good Health
22.377314,2622,225,234,Good Health
18.305414,4599,244,245,Good Health
21.408564,7340,230,241,Moderate Health
20.478357,2807,244,225,Good Health
19.84704,244,4606,255,Moderate Health
19.962671,1440,4476,6069,Moderate Health
22.307337,920,4633,4590,Moderate Health
21.562738,1068,4351,617,Moderate Health
23.948603,4650,221,235,Moderate Health
20.562098,6448,3809,7084,Moderate Health
21.76919,117,309,157,Good Health
23.262323,5265,5974,6036,Moderate Health
23.64007,4580,3137,4341,Good Health
21.289057,2251,246,240,Good Health
19.289484,6031,259,5925,Moderate Health
22.132959,4447,554,5461,Good Health
21.017115,7705,421,242,Moderate Health
20.932489,6962,258,251,Moderate Health
22.46493,7087,4654,7999,Moderate Health
22.324823,7905,225,4567,Moderate Health
20.629206,2573,5811,1528,Moderate Health
22.16778,2404,4584,1647,Moderate Health
20.746912,4654,254,250,Moderate Health
21.254969,6074,227,5073,Moderate Health
20.062006,1953,239,252,Good Health
20.713251,116,4461,4570,Moderate Health
34.025047,4598,234,5369,Good Health
24.314844,1772,3634,2408,Good Health
22.447382,3497,228,242,Good Health
21.924707,6331,2212,4651,Moderate Health
20.898706,6046,4631,7610,Moderate Health
20.062006,877,300,429,Good Health
20.44491,113,546,6063,Good Health
19.387384,320,8000,4601,Moderate Health
20.095179,6445,6844,390,Moderate Health
21.271997,942,183,1584,Good Health
20.428186,3954,4511,327,Moderate Health
21.8901,4575,184,4023,Good Health
22.92367,4458,4576,4630,Moderate Health
19.995752,7075,5789,6081,Moderate Health
18.018793,7439,3944,4594,Moderate Health
20.528589,7395,3217,7928,Moderate Health
21.067987,4071,7016,225,Moderate Health
21.408564,5967,250,252,Moderate Health
21.220911,8000,5831,2887,Moderate Health
21.408564,4653,4610,7087,Moderate Health
29.157282,8000,4615,4641,Moderate Health
21.220911,4635,238,413,Good Health
21.169886,507,4566,2184,Moderate Health
19.715235,2686,244,238,Good Health
19.338404,6142,4651,3273,Moderate Health
21.614252,7853,373,6902,Moderate Health
22.728937,6070,511,250,Moderate Health
17.090357,4642,5699,4123,Moderate Health
23.603937,6036,1629,4628,Moderate Health
19.289484,3693,4643,5708,Moderate Health
21.254969,2337,251,235,Good Health
20.562098,106,226,7165,Good Health
19.094294,6212,4770,4627,Moderate Health
15.59762,5901,4602,3686,Moderate Health
20.746912,1758,4724,2883,Moderate Health
21.562738,4568,4581,3790,Moderate Health
19.91308,6221,891,4020,Moderate Health
22.570337,6137,233,252,Moderate Health
19.979212,5199,4490,4597,Moderate Health
21.203882,5584,6074,227,Moderate Health
21.8901,3937,4651,4197,Moderate Health
20.562098,4644,7249,4580,Moderate Health
28.095423,3559,272,293,Good Health
20.178186,6717,285,286,Moderate Health
13.74148,1719,246,231,Good Health
19.698786,289,2483,749,Good Health
22.994715,5709,4643,1595,Moderate Health
21.357325,6651,4637,2139,Moderate Health
20.194818,238,7849,7999,Moderate Health
20.511835,4605,301,7999,Good Health
20.898706,1142,4324,4612,Moderate Health
21.511286,233,524,4588,Good Health
22.728937,6844,4639,235,Moderate Health
20.211451,265,4600,249,Moderate Health
20.949427,3434,1438,363,Good Health
20.261377,120,748,1651,Good Health
22.605524,668,260,249,Good Health
21.220911,3851,235,2308,Good Health
21.220911,6777,4567,4140,Moderate Health
20.898706,6598,1538,437,Moderate Health
21.391474,2635,2342,1391,Good Health
21.289057,256,7068,6020,Moderate Health
21.000177,2499,4117,315,Moderate Health
21.034082,5752,6834,2390,Moderate Health
17.860254,111,5525,6378,Moderate Health
21.700251,1674,234,4608,Good Health
19.89654,1322,2612,5447,Good Health
20.44491,4032,5773,189,Moderate Health
19.322107,2498,227,234,Good Health
21.118891,4109,4626,1125,Moderate Health
18.305414,444,241,425,Good Health
12.120508,696,5466,6454,Moderate Health
31.965723,2571,1083,6260,Good Health
12.468164,6263,1877,685,Moderate Health
17.121546,1370,226,1967,Good Health
19.962671,3511,247,254,Good Health
20.511835,7831,3392,232,Moderate Health
27.14599,6527,197,185,Moderate Health
19.633051,6966,4621,4592,Moderate Health
20.012323,1269,1277,6968,Good Health
19.814051,374,243,3514,Good Health
20.562098,4645,259,3072,Moderate Health
18.835291,1682,3024,5459,Good Health
21.614252,7576,4655,5281,Moderate Health
20.932489,5464,6382,1126,Moderate Health
20.696436,3118,7448,965,Moderate Health
18.305414,375,6390,7373,Moderate Health
20.144983,2386,682,4768,Good Health
15.567255,5074,222,745,Moderate Health
18.305414,4639,7785,6963,Moderate Health
19.616632,4627,5892,3395,Moderate Health
27.106165,2329,4640,279,Moderate Health
10.885889,3169,256,369,Good Health
20.062006,7344,1024,597,Moderate Health
15.128504,6175,197,4651,Moderate Health
20.898706,6290,3735,232,Moderate Health
20.178186,227,3448,4211,Good Health
18.980799,6848,4096,8000,Moderate Health
20.898706,6015,3220,4620,Moderate Health
20.211451,7135,4631,312,Moderate Health
20.461634,249,8000,1387,Moderate Health
21.838221,6288,1256,193,Moderate Health
20.144983,5333,3269,538,Moderate Health
20.629206,7326,508,490,Moderate Health
20.949427,3419,7918,6890,Moderate Health
20.062006,5263,509,221,Moderate Health
17.043573,2084,2561,7592,Good Health
20.294703,6158,1446,2421,Moderate Health
20.528589,448,4620,1137,Moderate Health
19.649469,243,4637,278,Moderate Health
16.639887,248,397,248,Good Health
18.305414,5281,6799,621,Moderate Health
15.795435,6979,104,119,Moderate Health
20.178186,310,5096,381,Moderate Health
20.211451,4599,6730,449,Moderate Health
28.883326,7199,2819,220,Moderate Health
20.11178,5581,627,4377,Moderate Health
21.374384,6344,6794,190,Moderate Health
19.600214,556,308,494,Good Health
20.915613,1711,4323,4654,Moderate Health
19.91308,7115,255,252,Moderate Health
19.175531,192,257,2761,Good Health
18.305414,3167,6423,4829,Moderate Health
28.611658,5462,419,201,Moderate Health
22.447382,2278,4628,7334,Moderate Health
17.90774,161,5787,1810,Moderate Health
22.728937,2980,6393,1730,Moderate Health
20.44491,2572,5136,262,Moderate Health
18.964624,4272,484,231,Good Health
20.797449,895,4563,185,Moderate Health
22.552729,1146,2357,238,Good Health
20.578882,7349,2716,3377,Moderate Health
18.899897,4011,3580,400,Good Health
20.949427,4649,4695,2669,Moderate Health
21.203882,7650,366,315,Moderate Health
21.76919,2977,5910,4525,Moderate Health
19.501856,3391,3709,371,Good Health
21.8901,304,175,198,Good Health
18.289454,641,423,101,Good Health
27.305719,626,510,233,Good Health
21.425684,319,7330,5812,Moderate Health
18.305414,4827,511,241,Moderate Health
19.078058,1145,509,510,Good Health
18.883753,726,507,503,Good Health
18.305414,1334,7030,7155,Moderate Health
15.083307,237,1809,504,Good Health
21.118891,4476,630,602,Good Health
18.305414,1812,3208,4664,Good Health
22.92367,2359,7403,2386,Moderate Health
18.851435,5909,364,1209,Moderate Health
18.835291,5205,7040,2199,Moderate Health
18.13006,7031,7954,2862,Moderate Health
19.518244,869,310,485,Good Health
21.118891,3459,6761,2697,Moderate Health
21.994013,5601,555,7362,Moderate Health
22.307337,4778,180,445,Moderate Health
20.11178,258,7600,1146,Moderate Health
21.494165,2697,7999,1699,Moderate Health
18.305414,6905,1144,333,Moderate Health
21.034082,4263,8000,3751,Moderate Health
20.797449,7973,1692,631,Moderate Health
18.899897,2424,1005,7031,Good Health
22.185205,383,4619,4582,Moderate Health
19.682337,1193,224,4596,Good Health
20.294703,1523,7419,6450,Moderate Health
19.814051,7331,4651,4642,Moderate Health
22.517603,6061,3549,4628,Moderate Health
20.629206,1028,246,250,Good Health
21.169886,8000,304,263,Moderate Health
22.028711,6457,1872,3505,Moderate Health
18.305414,1306,6972,366,Moderate Health
22.447382,6334,6774,6064,Moderate Health
20.797449,7675,7999,3492,Moderate Health
22.693628,2948,3713,550,Good Health
21.220911,440,559,296,Good Health
23.748682,5902,3077,4594,Moderate Health
24.703302,6617,2451,5638,Moderate Health
19.616632,7047,4175,158,Moderate Health
22.994715,5457,7999,244,Moderate Health
19.89654,5269,243,237,Moderate Health
21.924707,7923,4621,4630,Moderate Health
22.220057,6820,4879,3456,Moderate Health
31.574762,4599,885,5575,Good Health
20.095179,7891,249,262,Moderate Health
25.058283,1084,6905,7020,Moderate Health
21.220911,4216,4638,233,Moderate Health
20.612421,320,319,8000,Good Health
19.616632,557,3464,1183,Good Health
23.784967,3955,1238,3276,Good Health
18.273493,248,522,5568,Good Health
23.423761,5579,509,510,Moderate Health
22.254969,5413,6916,5652,Moderate Health
23.137201,174,270,7541,Good Health
23.298151,1375,757,96,Good Health
22.324823,4082,4641,1958,Moderate Health
21.545588,2893,5760,413,Moderate Health
13.124079,7176,444,1765,Moderate Health
25.587854,6783,7882,8000,Moderate Health
22.254969,4633,2632,3716,Good Health
18.305414,4642,164,181,Moderate Health
24.222956,1833,7551,297,Moderate Health
21.76919,4012,4648,3063,Moderate Health
24.815027,5835,4265,1480,Moderate Health
24.425409,829,162,7225,Good Health
22.185205,5654,3382,381,Moderate Health
22.150385,3707,2465,2076,Good Health
23.119379,5753,4627,512,Moderate Health
22.905939,1763,5265,5272,Moderate Health
23.531763,4627,4644,7999,Moderate Health
25.378901,1247,495,4701,Good Health
22.447382,3216,233,378,Good Health
26.53393,430,247,243,Good Health
25.435755,265,278,225,Good Health
22.941431,2259,701,286,Good Health
22.272425,265,1438,1377,Good Health
21.186884,2161,1445,5588,Good Health
25.740595,320,2444,1790,Good Health
21.76919,4144,7999,2937,Moderate Health
31.369806,7136,5198,503,Moderate Health
23.893976,443,2873,432,Good Health
23.930384,8000,6655,3067,Moderate Health
22.799646,252,4649,5969,Moderate Health
22.185205,5546,185,221,Moderate Health
23.262323,1640,330,2655,Good Health
20.244715,1801,228,221,Good Health
25.817225,564,242,234,Good Health
22.941431,4088,4080,297,Good Health
19.91308,7214,199,223,Moderate Health
25.227655,5468,7022,1054,Moderate Health
21.408564,4007,4080,2059,Good Health
23.985071,6398,245,263,Moderate Health
23.119379,4685,3629,1005,Moderate Health
25.454737,4563,1326,4142,Good Health
22.46493,2741,2492,2298,Good Health
18.932245,7887,1048,1904,Moderate Health
23.622004,7593,244,222,Moderate Health
21.000177,1014,7395,526,Moderate Health
25.058283,368,1521,1011,Good Health
21.855524,362,981,6594,Good Health
25.227655,329,6596,4515,Moderate Health
23.585871,4679,7745,931,Moderate Health
23.513727,452,210,1392,Good Health
12.598902,7999,224,356,Moderate Health
23.208643,3465,264,267,Good Health
25.397821,1479,3163,6964,Good Health
23.985071,5645,1758,7292,Moderate Health
20.915613,6961,306,674,Moderate Health
25.359949,3262,230,1740,Good Health
15.886957,2569,6952,4966,Moderate Health
19.094294,309,7553,7297,Moderate Health
25.058283,444,1523,169,Good Health
22.046076,3708,5906,7276,Moderate Health
22.959192,3788,7462,4657,Moderate Health
25.397821,2508,1117,6787,Good Health
17.702204,3553,7202,1880,Moderate Health
14.423883,2167,222,222,Good Health
13.490961,444,252,395,Good Health
25.970942,1863,429,443,Good Health
25.492731,3817,1562,5597,Good Health
28.925318,245,230,234,Good Health
25.990229,4638,4590,6381,Moderate Health
25.397821,304,292,918,Good Health
16.779291,2441,255,743,Good Health
22.728937,7988,5913,7886,Moderate Health
26.241602,1848,302,268,Good Health
31.460718,551,520,479,Good Health
26.280451,7422,2571,1770,Moderate Health
23.333979,7090,4383,3382,Moderate Health
24.573359,4158,2936,5039,Good Health
29.733789,223,382,384,Good Health
24.462336,5820,394,294,Moderate Health
27.106165,2455,2020,4596,Good Health
25.227655,2198,366,4024,Good Health
24.259668,246,4652,242,Moderate Health
25.951715,171,196,3770,Good Health
27.086267,188,4616,6466,Moderate Health
26.553492,2743,3717,1825,Good Health
18.018793,3948,576,231,Good Health
25.039515,4523,5470,3196,Moderate Health
21.700251,2932,198,205,Good Health
22.220057,521,2012,4599,Good Health
34.651634,7093,4641,4379,Moderate Health
25.378901,6827,5385,4633,Moderate Health
24.259668,4884,1264,7208,Moderate Health
26.086695,982,228,385,Good Health
25.778894,7592,1881,2001,Moderate Health
26.241602,7406,497,473,Moderate Health
28.424891,3396,2189,7904,Good Health
12.236231,7898,202,202,Moderate Health
24.777735,4457,2564,5085,Good Health
23.065912,7837,187,167,Moderate Health
26.31933,2088,695,243,Good Health
23.603937,7408,7479,4637,Moderate Health
25.759729,506,516,385,Good Health
25.435755,2939,4839,2498,Moderate Health
24.53631,192,231,452,Good Health
67.998619,500,3704,507,Moderate Health
24.85235,321,394,904,Good Health
27.708368,7027,241,498,Moderate Health
25.606928,554,938,830,Good Health
25.759729,7656,240,234,Moderate Health
43.770348,5857,256,502,Moderate Health
26.241602,3592,1339,166,Good Health
25.227655,4646,1307,5345,Moderate Health
24.759119,1975,3890,1642,Good Health
25.435755,1998,1320,6962,Good Health
25.435755,6600,504,4631,Moderate Health
26.710505,4823,6507,3084,Moderate Health
26.241602,4618,425,1443,Good Health
28.507746,756,6583,3088,Moderate Health
21.959345,3395,252,249,Good Health
26.183435,5968,1539,2368,Moderate Health
21.924707,7038,2477,3624,Moderate Health
27.165918,5932,7036,6138,Moderate Health
18.305414,384,346,219,Good Health
26.53393,2627,504,942,Good Health
26.067377,240,1571,4627,Good Health
25.702356,4644,507,3642,Moderate Health
21.220911,504,106,113,Good Health
23.948603,6698,1385,254,Moderate Health
27.891169,185,6165,2849,Moderate Health
26.612299,6981,272,348,Moderate Health
29.949976,4519,5240,4703,Moderate Health
25.970942,3898,308,6214,Good Health
29.072748,5223,296,219,Moderate Health
25.645044,4640,4771,4660,Moderate Health
27.185846,6388,946,517,Moderate Health
27.4461,504,190,187,Good Health
36.890099,551,549,553,Good Health
21.838221,993,7670,7207,Moderate Health
30.167627,6638,4634,4647,Moderate Health
25.645044,2149,238,8000,Good Health
24.740503,7491,287,5373,Moderate Health
28.013575,5828,4333,5037,Moderate Health
22.92367,6521,308,96,Moderate Health
27.305719,2373,469,523,Good Health
25.798059,4637,4578,439,Moderate Health
22.994715,7436,5218,7168,Moderate Health
19.289484,161,182,162,Good Health
26.241602,6201,97,102,Moderate Health
22.799646,248,7273,4592,Moderate Health
27.265711,498,1007,4624,Good Health
25.549768,242,6529,7658,Moderate Health
24.241327,486,505,512,Good Health
29.733789,486,2472,511,Good Health
27.046534,551,5653,221,Moderate Health
25.454737,6593,4769,4626,Moderate Health
41.405357,2705,7219,4694,Moderate Health
30.189478,493,7388,4782,Moderate Health
26.144709,7108,8000,3842,Moderate Health
30.058619,1118,768,5221,Good Health
27.305719,300,7568,6589,Moderate Health
28.653315,3264,4644,2765,Moderate Health
25.568811,5770,226,248,Moderate Health
29.45492,749,247,4615,Good Health
34.500023,7999,5782,4090,Moderate Health
30.189478,6567,4621,240,Moderate Health
31.053644,4606,1972,3633,Good Health
29.949976,7697,1569,3338,Moderate Health
24.186243,383,345,1484,Good Health
28.074945,501,516,492,Good Health
26.927546,252,1067,4455,Good Health
25.227655,8000,6649,4625,Moderate Health
28.466303,7034,1548,4069,Moderate Health
28.4042,1509,5716,3871,Moderate Health
31.166193,1383,4654,4794,Moderate Health
33.533287,4587,945,226,Good Health
29.476282,6452,190,210,Moderate Health
31.324457,4647,1956,373,Moderate Health
33.77813,375,561,2381,Good Health
30.762934,5015,821,512,Moderate Health
52.881859,1861,1188,5814,Moderate Health
29.093866,1762,221,937,Good Health
28.507746,3827,5336,1693,Moderate Health
129.050812,7551,510,520,Bad Health
30.167627,507,501,485,Good Health
31.053644,2199,192,205,Good Health
29.30575,381,1947,631,Good Health
30.452845,3594,472,647,Good Health
29.263269,1940,192,196,Good Health
26.106012,494,4693,7588,Moderate Health
30.563257,4677,373,229,Moderate Health
30.386805,1497,452,499,Good Health
27.728632,2131,319,256,Good Health
31.211329,3146,5472,696,Moderate Health
28.988428,1003,180,2550,Good Health
49.973991,4145,514,4515,Moderate Health
28.054468,3128,3331,5371,Good Health
29.390894,6096,542,512,Moderate Health
26.947351,4343,1809,245,Good Health
25.492731,5998,248,449,Moderate Health
24.703302,4636,4624,4954,Moderate Health
30.211359,7443,6562,225,Moderate Health
25.171137,6593,6323,5683,Moderate Health
28.300959,4292,3400,1561,Good Health
31.415247,3206,4692,1440,Moderate Health
26.947351,830,239,241,Good Health
28.653315,751,1757,7999,Good Health
31.506311,2568,1322,433,Good Health
35.266136,6653,373,244,Moderate Health
28.095423,2269,2458,6156,Good Health
40.297295,7688,5048,1819,Moderate Health
30.342859,6937,4641,191,Moderate Health
26.183435,4639,247,382,Good Health
27.667902,2402,7663,227,Moderate Health
27.952295,6185,234,940,Moderate Health
29.327021,1007,4270,3682,Moderate Health
30.189478,7878,3447,5740,Moderate Health
37.865959,6728,6971,3287,Moderate Health
29.540461,3380,4659,6491,Moderate Health
18.305414,6787,7160,4582,Moderate Health
30.452845,5462,7103,1757,Moderate Health
30.320887,6775,4678,1994,Moderate Health
29.733789,7349,236,2069,Moderate Health
37.894371,468,6593,866,Moderate Health
30.386805,3801,695,7283,Good Health
27.14599,5856,335,424,Moderate Health
34.224113,3016,5433,777,Moderate Health
27.809809,4657,199,8000,Moderate Health
31.896357,563,1302,5854,Good Health
32.573509,6718,7781,7059,Moderate Health
33.338829,318,4639,4574,Moderate Health
32.03521,1568,224,223,Good Health
34.19915,7646,7718,317,Moderate Health
30.896784,2240,225,181,Good Health
35.214409,7593,2205,294,Moderate Health
29.348291,7772,500,1075,Moderate Health
29.712244,7855,239,2579,Moderate Health
32.012047,4620,7865,3571,Moderate Health
33.802727,910,4611,5763,Moderate Health
31.437983,2294,4624,334,Moderate Health
29.220819,4334,4272,4629,Moderate Health
31.965723,7425,7650,3004,Moderate Health
29.626245,3048,5939,2782,Moderate Health
29.369593,7053,5792,4558,Moderate Health
28.507746,7532,5164,2153,Moderate Health
32.174736,5841,225,946,Moderate Health
30.941523,7595,2707,1875,Moderate Health
32.858208,2188,261,359,Good Health
24.149591,5644,238,444,Moderate Health
29.949976,1702,255,305,Good Health
30.629663,1813,262,242,Good Health
29.072748,2780,544,4460,Good Health
33.901329,876,4613,3215,Moderate Health
30.718439,1311,178,6277,Good Health
25.473719,2511,451,441,Good Health
28.528498,985,251,512,Good Health
27.870783,5042,384,261,Moderate Health
33.387321,4644,7340,489,Moderate Health
21.017115,509,4636,1871,Moderate Health
28.54928,262,502,250,Good Health
30.941523,1569,302,226,Good Health
30.674036,1068,7998,2651,Moderate Health
32.882072,3264,546,255,Good Health
27.93191,6961,440,4659,Moderate Health
33.77813,4630,5699,2148,Moderate Health
32.314873,2129,504,7229,Good Health
37.193138,4710,4621,3253,Moderate Health
28.321558,2072,296,4594,Good Health
30.102167,3556,1189,581,Good Health
34.626305,2523,1309,3060,Good Health
31.053644,234,682,222,Good Health
30.65185,2056,3320,220,Good Health
33.77813,5636,4654,5617,Moderate Health
32.59713,515,517,508,Good Health
23.658136,535,207,189,Good Health
30.519037,1192,4624,267,Moderate Health
30.189478,885,3877,6966,Good Health
26.651545,7097,2826,1234,Moderate Health
35.499992,2141,4690,1998,Moderate Health
30.807489,3400,1563,6388,Good Health
32.858208,7192,7999,516,Moderate Health
12.366602,863,512,218,Good Health
34.37429,3886,4215,6519,Moderate Health
27.486322,4563,115,117,Good Health
29.369593,1599,305,288,Good Health
34.000267,7083,444,430,Moderate Health
30.807489,2064,369,375,Good Health
28.925318,175,1513,216,Good Health
30.167627,6397,1012,4643,Moderate Health
56.638695,511,506,2483,Moderate Health
24.314844,4923,503,560,Moderate Health
31.053644,4643,4631,7603,Moderate Health
43.141655,4604,4645,4469,Moderate Health
28.904322,5375,3049,505,Moderate Health
30.674036,7846,1865,3440,Moderate Health
34.299095,691,6634,3223,Moderate Health
25.246546,167,1752,3700,Good Health
31.965723,7211,6255,241,Moderate Health
32.858208,5003,558,7896,Moderate Health
30.696222,2038,6019,5525,Moderate Health
31.919458,1619,220,244,Good Health
31.574762,6495,299,192,Moderate Health
33.217949,3589,4439,282,Moderate Health
30.386805,2072,454,4632,Good Health
36.374229,167,261,7284,Good Health
34.449669,367,5032,4020,Moderate Health
25.798059,311,1121,252,Good Health
30.474909,498,1759,512,Good Health
31.506311,2689,220,169,Good Health
34.474815,317,1312,2380,Good Health
32.858208,7064,581,7999,Moderate Health
33.876671,1683,245,227,Good Health
31.965723,6813,4657,4124,Moderate Health
32.882072,6222,5505,1307,Moderate Health
28.925318,2656,2376,501,Good Health
32.268089,2581,3867,488,Good Health
29.733789,3545,3590,2295,Good Health
72.027977,3463,2519,4776,Moderate Health
34.880547,1820,6884,1477,Moderate Health
32.81057,570,203,230,Good Health
